text,sentiment_score
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】新华社北 ​  展开c,-0.5432532053026564
【#李克强同志生平照片#】中国共产党的优秀党员，久经考验的忠诚的共产主义战士，杰出的无产阶级革命家、政治家，党和国家的卓越领导人，中国共产党第十七届、十八届、十九届中央政治局常委，国务院原总理李克强同志的遗体，于今日在北京火化。李克强同志永垂不朽！↓↓#李克强同志遗体在京火化#(新华 ​  展开c,-0.500244606251145
【#李克强同志遗体在京火化#  习近平等到八宝山革命公墓送别】 O李克强同志遗体在京火化 习近平等到八宝山革命公墓送别 ​,-0.6922228706512856
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】@新华社 ​,-0.5012625000000002
#李克强同志遗体在京火化# 李克强同志永垂不朽！ ​,-0.6198024930812688
#李克强同志遗体在京火化# L人民日报的微博视频 ​,-0.5012625000000002
【#中国群众纷纷前往李克强故居献花#】11月2日，中国国务院原总理李克强的遗体在北京八宝山革命公墓火化。大批群众自发前往李克强的童年故居献花悼念，寄托他们的哀思。#李克强同志遗体在京火化##天安门下半旗悼念李克强同志# L今日俄罗斯RT的微博视频 ​,-0.7103754622747417
#李克强同志遗体在京火化# 李克强同志的一生，是革命的一生、奋斗的一生、光辉的一生，是全心全意为人民服务的一生，是献身于共产主义事业的一生。李克强同志音容笑貌犹在，却已天人永隔。泪眼回顾过往，我们永远怀念。 ​,-0.5722238510745092
#李克强同志遗体在京火化# 【李克强同志遗体在京火化 习近平等到八宝山革命公墓送别】（新华社客户端）O网页链接【李克强同志生平】（新华社客户端）O网页链接【李克强同志生平照片】（新华社客户端）O网页链接 ​,0.531587118562224
#李克强同志遗体在京火化#(人民日报) L黄龙检察的微博视频 ​,-0.5833292986698804
#李克强同志遗体在京火化# 李克强同志永垂不朽！ ​,-0.6198024930812688
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】新华社北 ​  展开c,-0.5432532053026564
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】中国共产 ​  展开c,-0.5711418646210652
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】中国共产 ​  展开c,-0.5711418646210652
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】 ​,-0.5012625000000002
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】中国共产 ​  展开c,-0.5711418646210652
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】中国共产 ​  展开c,-0.5711418646210652
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】新华社北 ​  展开c,-0.5432532053026564
【#李克强同志遗体在京火化# 习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正等到八宝山革命公墓送别。胡锦涛送花圈表示哀悼 李克强同志抢救期间和逝世后，习近平李强赵乐际王沪宁蔡奇丁薛祥李希韩正胡锦涛等同志，前往医院看望或通过各种形式对李克强同志逝世表示沉痛哀悼并向其亲属表示深切慰问】中国共产 ​  展开c,-0.5711418646210652
【#李克强同志生平#】详情请看↓ O李克强同志生平 ​,-0.5203041086012951
【#李克强同志生平#】详情请看↓ ​​​  ​​​@人民日报 O李克强同志生平 ​,-0.5203041086012951
【#李克强同志生平#】详情请看↓ ​​​ O李克强同志生平 ​,-0.5203041086012951
【#李克强同志生平#】详情请看↓  ​via新华社 ​,0.5396813281277678
#李克强同志生平# ​,-0.5012625000000002
【#李克强同志生平#】 O李克强同志生平 ​​​,-0.5792065452106521
【中国国务院总理 李克强】生平照片。#李克强同志生平##李克强同志生平照片# ​,-0.6177355174500383
【#李克强同志生平#】详情请看：O李克强同志生平 ​​​,-0.5203041086012951
【#李克强同志生平#】详情请看↓ ​​​O李克强同志生平 ​,-0.5203041086012951
【#李克强同志生平#】中国共产党的优秀党员，久经考验的忠诚的共产主义战士，杰出的无产阶级革命家、政治家，党和国家的卓越领导人，中国共产党第十七届、十八届、十九届中央政治局常委，国务院原总理李克强同志，因突发心脏病，经全力抢救无效，于2023年10月27日0时10分在上海逝世，享年68岁。  ​  展开c,-0.6169101371527866
【#李克强同志生平#】详情请看↓ O李克强同志生平 ​ O李克强同志生平 ​,-0.5494244769392451
#李克强同志生平#详情请看↓（新华社）O李克强同志生平 ​,-0.5366261280263128
【#李克强同志生平#】详情请看↓ ​​​  ​​​,0.5945701907190836
【#李克强同志生平#】详情请看↓O李克强同志生平（新华社） ​,-0.5366261280263128
【#李克强同志生平#】,-0.5012625000000002
#李克强同志生平#详情请看↓  O李克强同志生平 ​,-0.5203041086012951
【#李克强同志生平照片#】详情请看↓ O李克强同志生平照片 ​,-0.5055106130262669
【#李克强同志生平照片#】图片来源@新华社 ​,-0.5106646503106019
#李克强同志生平照片#详情请看↓↓↓ ​,0.5945701907190836
#李克强同志生平照片# 图源：新华社O李克強同志生平照片 ​,-0.6205602075451891
【#李克强同志生平照片#】中国共产党的优秀党员，久经考验的忠诚的共产主义战士，杰出的无产阶级革命家、政治家，党和国家的卓越领导人，中国共产党第十七届、十八届、十九届中央政治局常委，国务院原总理李克强同志的遗体，于今日在北京火化。李克强同志永垂不朽！↓↓#李克强同志遗体在京火化#(新华 ​  展开c,-0.500244606251145
【#李克强同志生平照片#】详情请看↓   via新华社 ​,0.5396813281277678
【#李克强同志生平照片#】 ​,-0.5012625000000002
#李克强同志生平照片# （图片来源：@新华社 ） ​,-0.5106646503106019
#李克强同志生平照片# ​,-0.5012625000000002
中国#李克强同志生平照片# （老友记）L黄龙检察的微博视频 ​,-0.583114728042908
【#李克强同志生平照片#】O李克强同志生平照片 ​,-0.5595004478619618
【#李克强同志生平照片#】中国共产党的优秀党员，久经考验的忠诚的共产主义战士，杰出的无产阶级革命家、政治家，党和国家的卓越领导人，中国共产党第十七届、十八届、十九届中央政治局常委，国务院原总理李克强同志的遗体，于今日在北京火化。李克强同志永垂不朽！↓↓#李克强同志遗体在京火化#(新华 ​  展开c,-0.500244606251145
#李克强同志生平照片# ​,-0.5012625000000002
#李克强同志生平照片##李克强同志生平#（图片来源：@新华社 ） ​​​,-0.5106646503106019
【#李克强同志生平照片#】详情请看↓  ​O李克强同志生平照片 ​,-0.5055106130262669
【#李克强同志生平照片#】详情请看↓ （新华社） ​​​O李克强同志生平照片 ​,-0.5227812967195585
【#李克强同志生平照片#】  O李克强同志生平照片 ​,-0.5595004478619618
#李克强同志生平照片#一张张、一幕幕，记心头…… ​,-0.5635481500113237
#小鹏G6销量第一##小鹏G6#又双叒叕上榜了！10月蝉联20万以上中国品牌纯电SUV榜首！谢谢大家的喜爱，我们将坚持技术引领！智驾之王小鹏G6将持续领跑中国智能纯电SUV！ ​,0.7127892898854062
这两天一直在试小鹏北京的XNGP，高速城区都有。有很多惊喜，看视频和真实坐在车里的感受完全不一样，建议大家一定要亲自试试小鹏10月交付了20000多台，评论区有木有提车的#小鹏G6销量第一# L姚昱-的微博视频 ​ O抽奖详情 ​,0.6337381886669303
#小鹏G6销量第一#20-25万级唯一可以提供“大空间+高智能+超快充”的智能电动产品。大空间:4.7米级中型SUV最大空间体验，头部，腿部空间阔绰舒适，甚至还可以随时躺平，睡上一觉。高智能:截止目前唯一量产城市区域无图智能驾驶体验的产品。超快充:800V超快充实现10分钟补能300公里，20分钟充满10 ​  展开c,0.6907278962241828
小鹏昨天公布10月交付破2万台，其中我同款的小鹏G6交付8741台，毫不意外的又一次拿到了20-25万纯电SUV月销量榜首，#小鹏G6销量第一# 的地位还是稳稳的！最近几天开在路上碰到了不少G6车主，看来小鹏G6产能交付提升速度很快！从体验方面来说，作为G6车主能给它打个9分，不错的XNGP智驾+泊车体验，加上 ​  展开c,0.5179045759381484
#小鹏G6销量第一#路过，小鹏太厉害了 ​,0.6102284837861988
#小鹏G6销量第一#哦哟， 太厉害了吧，牛牛牛！ ​,0.5351097733265422
#小鹏g6销量第一# 好好好好好好好好好🐮,-0.5074741945234844
#小鹏G6销量第一#跟海豹比哪个更好开？我觉得海豹还挺好看，周围都是。 ​,0.5035629646206851
#小鹏G6销量第一#哇这么棒我也来凑凑热闹 ​,0.6599488824053714
小鹏 G6 是 20 万以上国产纯电 SUV 的第一，证明了 G6 确实满足了很多人对于智能电动汽车的期望。如果说定语的话，其实我觉 20 万以上以及纯电的定语都很合理，只是完全没必要用中国品牌把 Model Y 卡出去，因为从实力上来看这个榜单里的大部分车型都比 Model Y 更强，只是 Y 的品牌红利依然在，祛魅 ​  展开c,0.5599663053018116
#小鹏G6销量第一#一堆定语10月+20以上+国产+纯电+suv ​,-0.7568443927900359
小鹏负责媒体的漂亮小姐姐给我发了9、10月的榜单，问我这个G6车主怎么看。我看了的第一感觉：这榜单定语有点多然后我感觉自己可能过于耿直了，于是帮小鹏拆解分析了一下：“20万以上”是为了规避比亚迪元、宋，深蓝S7，埃安Y。这个没毛病，毕竟价位差距太大。“纯电动” ​  展开c,-0.6682350043690735
#小鹏G6销量第一#小鹏G6到底怎么样？带你沉浸式体验一下！ L戎车筱翼的微博视频 ​,0.7194997484036445
【#李佳琦直播间疑为冲销量未付先送#！ 双十一忙中出错还是用力过猛？】#媒体评双11是否真低价#随着预售订单开启尾款支付，本届双十一物流进入高峰。蓝鲸记者了解到，由于各环节都在争抢速度，今年双十一订单“当天达”、“隔日达”的情况屡见不鲜，与此同时，也有部分消费者意外遭遇“未付先送”，质 ​  展开c,-0.7978784853086673
【#淘宝客服回应未付先送#：或为商家提前安排发货，若不想要可申请退款】#物流行业人士回应未付先送# 11月3日，有媒体报道称，#李佳琦直播间疑为冲销量未付先送# 。据消费者称，在李佳琦直播间下单了珀莱雅，付了定金但还没付尾款，但一早快递就来派送啦。消费者质疑是否系品牌或平台为冲销量有意为之 ​  展开c,-0.53978417585217
#李佳琦直播间疑为冲销量未付先送#笑鼠我了，这不是商家的事吗，咋啥都得带李佳琦，快递送的快了也不行，慢了也不行，事真多 ​,-0.6713873573844832
#李佳琦直播间疑为冲销量未付先送#这是怕退款吧？不得不说今年的快递配送速度比往年又快了，当天拍的东西，第二天早上就送达了……你们已经收到几个快递了？ ​,-0.525403222666818
#李佳琦直播间疑为冲销量未付先送#这种集中支付尾款会导致短期流量压力暴增，为提升大促消费体验，会选择对预售进行预包，即提前把货发到各地市的集中仓提前打包，待用户支付完尾款后快速发货。但先送货后收尾款肯定不符合流程，会带来额外风险。 ​,-0.546890992175037
#李佳琦直播间疑为冲销量未付先送#李佳琦是真牛呀，双十一的快递真快，八点付尾款，十一点就送到，是怕我退货吗，都不给我退货的机会。 L触碰过魔法的微博视频 ​,-0.8099814368337959
#李佳琦直播间疑为冲销量未付先送#感觉互联网真神奇，前几天骂李佳琦的架势还以为再也没人去他直播间买东西了 ​,-0.6558598181569737
#李佳琦直播间疑为冲销量未付先送#这个双十一真的挺热闹的，🍑狗东某音大乱战，看表面是主播之间的矛盾，其实背后都是平台之间的博弈。就拿这个事情来说，跟李佳琦有什么关系？不是商家的问题吗？但是网友怎么能分得清呢？骂李佳琦就对了，能影响🍑直播我的任务就完成了。 ​,-0.7323757344342381
#李佳琦直播间疑为冲销量未付先送#你都付定金了，不就是想要了吗，先收到还不好吗？物流慢也说，快也说，问题是这事怎么又扯上李佳琦了？ ​,0.5321750704602998
#李佳琦直播间疑为冲销量未付先送#风向变了，大家都开始帮李佳琦说话了 ​,-0.6975811649249736
#李佳琦直播间疑为冲销量未付先送# 笑死了，说什么都要带他的。为什么别人都没错，只有他的错了啊？？我买的东西怎么不给我先送呢！！！找找自己的原因有没有好好审核，别什么都怪商家 ​,-0.7551255994803162
#李佳琦直播间疑为冲销量未付先送#这个他有啥关系，不是大家都惯用的套路嘛 ​,0.6491914574067345
#李佳琦直播间疑为冲销量未付先送#艾玛  牛要么飞，要么堕落，这是展翅的规则 ！不管是友情还是爱情，你来，我热情相拥。你走，我坦然放手 ​,-0.628650379264618
#李佳琦直播间疑为冲销量未付先送#这些年双十一都是这样操作的吧 突然开始黑也没必要,-0.7284448187905173
#张小寒爆料王鸥还有一两个月就生了# #六公主公开处刑侯雯元# #李佳琦直播间疑为冲销量未付先送#,-0.5012625000000002
#李佳琦直播间疑为冲销量未付先送#关你们什么事啊！咸吃萝卜淡操心 ​,-0.5969811286186784
#李佳琦直播间疑为冲销量未付先送#这不是商家发货物流神速吗？咋啥都李佳琪的问题。。消费者早早收到想要的东西，不是应该挺好吗，早到早用，不喜欢早退货。反正七天无理由加运费险。。 ​,-0.702719791453206
#李佳琦直播间疑为冲销量未付先送#整个平台都这样吧，都是到当地的快递仓放着了 ​,0.5235423818785205
#李佳琦直播间疑为冲销量未付先送#！【#淘宝客服回应未付先送#：或为商家提前安排发货，若不想要可申请退款】11月3日，有媒体报道称，李佳琦直播间疑为冲销量未付先送 。据消费者称，在李佳琦直播间下单了珀莱雅，付了定金但还没付尾款，但一早快递就来派送啦。消费者质疑是否系品牌或平台为冲销量有意 ​  展开c,-0.5518465372092312
#李佳琦直播间疑为冲销量未付先送# 咱能不能不带李佳琦了物流前置不知道啊未付先送不就是物流或者商家的锅吗 ​,-0.657707719460322
#李佳琦直播间疑为冲销量未付先送#真的什么事都能扯李佳琦头上李佳琦没有赚你们一分钱吧 我们粉丝自愿掏腰包买单 不买的人不花钱的人就喜欢在网络上当键盘侠是吧？ ​,-0.6858636971575728
【#重庆女生上下班坐14次扶梯获公司补贴#，网友：这泼天的富贵什么时候轮到我】重庆一女生分享自己最近收到的“意外之财”，起因是女生就职的公司最近搬至中国最深地铁站——红岩村地铁站附近，该站高低落差近40层楼，每天上下班进站出站共需乘坐14次扶梯，导致大家通勤时间大大增加，公司便决定设立通 ​  展开c,-0.5263642474945117
#重庆女生上下班坐14次扶梯获公司补贴#这女生真是享福，她的公司也太好了吧，为员工考虑得如此周到，如此泼天富贵什么时候到我这里呀。羡慕嫉妒恨。 ​,-0.5739897389282214
#重庆女生上下班坐14次扶梯获公司补贴#  重点是重庆这个地铁站落差近40层楼，不愧是重庆 ​,0.5321177784245977
重庆的地下都被挖空了，生活在重庆是怎样的体验？#重庆女生上下班坐14次扶梯获公司补贴##重庆地下被挖空了# L90后的微博视频 ​,0.6043936847296401
#重庆女生上下班坐14次扶梯获公司补贴#看到这里，我感觉这个公司关心员工很细心，而不是搞表面工夫而已。 ​,0.5408355007952863
#重庆女生上下班坐14次扶梯获公司补贴#【优质简历的9个细节】秋招进行时，一组简历优化小建议：①不要一张简历走天下，人岗匹配很重要。②字数不是越多越好，重点内容宜前置。③设计不要太花哨，简洁明了最有效。愿你早日收获心仪的offer！（人民网微博） ​​​,0.7938588657988468
#陕西重庆连起高速公路新通道#【关于重庆，你印象最深刻的是什么？】#西安日均下降8到10℃##重庆女生上下班坐14次扶梯获公司补贴#   ​​​ 关于重庆，你印象最深刻的是什么？ ​​​,0.6029922368705477
#重庆女生上下班坐14次扶梯获公司补贴#请问一下这个公司还要人吗 ​,-0.7319369411771822
#重庆女生上下班坐14次扶梯获公司补贴#明明是晒个幸福，居然这个地铁站我没去过，又想去重庆走一趟了啊 ​,-0.6473672920392495
#重庆女生上下班坐14次扶梯获公司补贴#我天呢 尊嘟假嘟 ​,0.7331914625192121
#重庆女生上下班坐14次扶梯获公司补贴#这个公司真的实实在在的给公司福利了，而不是搞虚无缥缈的表面工作，不过我真的好向往重庆啊，一直说去都没去，真的要找时间五溜达溜达 ​,-0.5024818543996376
#重庆女生上下班坐14次扶梯获公司补贴#有的公司老板从来不看新闻 ​,-0.6142952348166406
#重庆女生上下班坐14次扶梯获公司补贴# 重庆？哦，那不奇怪了 ​,0.546434177731792
#重庆女生上下班坐14次扶梯获公司补贴#再也不是100块的交通补贴了嘛 ​,-0.8189365507439782
#文班亚马太夸张了# 太夸张了，你往天上抛，绝对能接着 这一场几个空接了..#谁能防住文班亚马# #马刺怎么投怎么有# L咪咕篮球的微博视频 ​​​,-0.7027896709238421
文班亚马刷新生涯最高：38分10篮板2助攻1抢断1盖帽15-26 ｜三分3-6 ｜罚球5-6真馋人啊天赋！ #文班亚马太夸张了# ​,-0.5648729404303157
文班亚马轰下38分10板2封盖，率队击败太阳！ #文班亚马太夸张了# ​​,0.5643786231549027
感受下什么叫天赋！文班亚马今天面对太阳的集锦！全场26中15，三分6中3，罚球6中5，拿下38分10篮板2助攻2盖帽，第四节最后连拿5分杀死比赛！这只是他的第五场比赛！#文班亚马38分##马刺战胜太阳# #文班亚马太夸张了# L篮球大历史的微博视频 ​,-0.6077026483502482
【文班亚马38分个人集锦】马刺球员维克托-文班亚马出战34分钟，26投15中，其中三分球6投3中，罚球6投5中，得到38分10篮板2助攻1抢断2封盖。NBA球队重建完全就是看命啊🍋#文班亚马38分##文班亚马太夸张了##马刺vs太阳# L休斯顿火箭篮球的微博视频 ​,-0.7180351047641977
文班亚马38分了为什么为什么 你不是20年参加选秀 #文班亚马太夸张了# ​,0.5564981993814986
太阳连续两场成为马刺和文班的背景板，一场领先20分被大逆转，一场落后27分追平但功亏一篑。NBA赛场一切皆有可能，这场集合了太多因素。开场复出的布克低效，太阳自己懵逼，单节失误成吨+马刺神准，立刻栽进20分大坑。后续双方展开对攻，马刺在瓦塞尔伤缺的第三节火力下滑，但末节被追平后又迎来了超 ​  展开c,-0.6378586094774894
文班亚马对位杜兰特拿下38分10篮板，帮助马刺三天内两次战胜太阳#文班亚马38分# #文班亚马太夸张了# ​,-0.6083257031448883
#文班亚马38分#如同天上降魔主！文班亚马全场砍下38分10篮板2助攻1断2帽更多NBA讨论：O网页链接虎扑11月3日讯 今天NBA常规赛马刺客场对阵太阳的比赛已经结束。全场战罢，马刺以132-121战胜太阳。本场比赛，马刺球员维克托-文班亚马出战34分钟，26投15中，其中三分球6投3中，罚球6投5 ​  展开c,-0.5201938654199799
文班亚马今天有多夸张，请看大屏幕#文班亚马太夸张了# L王小愚儿的微博视频 ​,-0.5435021674072424
【文班38+10！马刺双杀太阳！】NBA常规赛，马刺客场132-121力克太阳！#文班亚马38分#10篮板，科林斯19分8板4助，瓦塞尔17分，索汉14分5板9助；布克31分9板13助，杜兰特28分6板，阿伦16分4助。#文班亚马太夸张了# #马刺双杀太阳# ​,-0.5507418197082649
#文班亚马太夸张了#哈哈哈昨天播音部训练还念了这段 ​,0.5440276446203427
杜兰特：完了！我成小文班了？美网友晒杜兰特与文班身材对比照#杜兰特对位文班亚马##文班亚马38分##文班亚马太夸张了# ​,-0.5225507523368207
文班亚马这天赋太夸张了，这球明明给大了，他硬是给你救回来#文班亚马太夸张了##文班亚马38分# L篮球图集的微博视频 ​,-0.8160673939038067
【文班38分集锦】马刺球员维克托-文班亚马出战34分钟，26投15中，其中三分球6投3中，罚球6投5中，得到38分10篮板2助攻1抢断2封盖。文班亚马成为詹姆斯和杜兰特后，历史第三位在20岁之前砍下38分10篮板2盖帽的球员。杜兰特曾单场25中18，得到42分13篮板6助攻1抢断2盖帽。詹姆斯曾单场24中13，得 ​  展开c,-0.6181572410387011
#文班亚马太夸张了#都说他像杜兰特，你们不觉得和麦迪也很神似吗，特别是往回倒着跑的时候。 ​,-0.5469926530547908
#文班亚马太夸张了# 理性讨论：文班亚马的上限是什么级别的球员？a：乔丹级别 文班亚马会成为GOATb：詹姆斯 文班会成为联盟下一个门面c：科比 邓肯 下一个历史前十d：杜兰特 库里 超巨e：保罗 哈登 威少 无冕之王f：其他，评论区聊聊文班亚马26投15中砍生涯新高38分，第四节连拿10分顶住压力 ​  展开c,-0.5971525362963439
#文班亚马太夸张了#这一点都不像个新秀 ​,-0.5745180806621533
#文班亚马太夸张了#文班亚马是未来的巨星吧。他这个也太夸张了吧，。。。。。 ​,0.5407402550237669
